Tree	Validity	Type	Sequence_MA	Sequence_MM	Sequence_AD	Sequence_MU	Shape
ENSGT00390000016791	valid	1	APAMA00000045339	APAMM00000043219	APAAD00000034794	APAMU00000037338	(MA,(MM,(AD,MU)));
ENSGT00390000004404	valid	1	APAMA00000030650	APAMM00000029068	TRAAD00000013269	APAMU00000025056	(MA,(MM,(AD,MU)));
ENSGT00530000063868	valid	1	APAMA00000016199	APAMM00000015305	APAAD00000012350	APAMU00000013149	(MA,(MM,(AD,MU)));
ENSGT00530000063868	valid	1	APAMA00000016200	APAMM00000015299	APAAD00000012353	APAMU00000013152	(MA,(MM,(AD,MU)));
ENSGT00390000010308	valid	1	TRAMA00000030915	APAMM00000056805	APAAD00000045914	APAMU00000049136	(MA,(MM,(AD,MU)));
ENSGT00390000009693	valid	1	APAMA00000001230	APAMM00000001231	APAAD00000000962	APAMU00000001030	(MA,(MM,(AD,MU)));
ENSGT00390000003303	valid	1	TRAMA00000007620	APAMM00000014456	APAAD00000011697	APAMU00000012425	(MA,(MM,(AD,MU)));
ENSGT00680000100037	valid	1	APAMA00000017695	APAMM00000016728	APAAD00000013480	TRAMU00000008287	(MA,(MM,(AD,MU)));
ENSGT00390000007725	valid	1	APAMA00000030201	APAMM00000028659	APAAD00000023039	APAMU00000024723	(MA,(MM,(AD,MU)));
ENSGT00390000007725	valid	1	APAMA00000030198	APAMM00000028661	APAAD00000023037	APAMU00000024720	(MA,(MM,(AD,MU)));
ENSGT00390000007725	valid	1	APAMA00000030197	APAMM00000028657	APAAD00000023036	APAMU00000024719	(MA,(MM,(AD,MU)));
ENSGT00390000007725	valid	1	APAMA00000030200	APAMM00000028662	APAAD00000023040	TRAMU00000014410	(MA,(MM,(AD,MU)));
ENSGT00390000011749	valid	1	TRAMA00000015097	TRAMM00000014514	APAAD00000022519	APAMU00000024148	(MA,(MM,(AD,MU)));
ENSGT00530000063689	valid	1	APAMA00000025917	APAMM00000024557	APAAD00000019745	APAMU00000021190	(MA,(MM,(AD,MU)));
ENSGT00550000075087	valid	1	TRAMA00000031177	APAMM00000016722	APAAD00000013474	APAMU00000014375	(MA,(MM,(AD,MU)));
ENSGT00530000063255	valid	1	APAMA00000012818	APAMM00000012146	APAAD00000009836	APAMU00000010565	(MA,(MM,(AD,MU)));
ENSGT00530000063255	valid	1	APAMA00000012814	APAMM00000012149	APAAD00000009841	APAMU00000010567	(MA,(MM,(AD,MU)));
ENSGT00550000074774	valid	1	APAMA00000043081	APAMM00000040930	APAAD00000033042	APAMU00000035367	(MA,(MM,(AD,MU)));
ENSGT00550000075038	valid	1	APAMA00000035500	APAMM00000033713	APAAD00000027191	TRAMU00000017012	(MA,(MM,(AD,MU)));
ENSGT00730000111158	valid	1	APAMA00000002732	TRAMM00000001429	APAAD00000002165	APAMU00000002184	(MA,(MM,(AD,MU)));
ENSGT00390000001443	valid	1	APAMA00000024878	APAMM00000023615	APAAD00000019014	APAMU00000020343	(MA,(MM,(AD,MU)));
ENSGT00880000137984	valid	1	APAMA00000060776	APAMM00000058205	APAAD00000047071	APAMU00000050300	(MA,(MM,(AD,MU)));
ENSGT00880000137984	valid	1	APAMA00000060772	APAMM00000058214	TRAAD00000028753	TRAMU00000029306	(MA,(MM,(AD,MU)));
ENSGT00390000013076	valid	1	APAMA00000047450	APAMM00000045242	APAAD00000036426	APAMU00000039072	(MA,(MM,(AD,MU)));
ENSGT00390000013076	valid	1	APAMA00000047446	APAMM00000045241	APAAD00000036428	APAMU00000039067	(MA,(MM,(AD,MU)));
ENSGT00390000013076	valid	1	APAMA00000047447	APAMM00000045245	TRAAD00000020803	APAMU00000039069	(MA,(MM,(AD,MU)));
ENSGT00730000110800	valid	1	APAMA00000004878	APAMM00000004754	APAAD00000003873	APAMU00000004027	(MA,(MM,(AD,MU)));
ENSGT00730000110800	valid	1	APAMA00000004894	APAMM00000004738	TRAAD00000002206	APAMU00000004016	(MA,(MM,(AD,MU)));
ENSGT00390000014772	valid	1	APAMA00000043447	APAMM00000041343	APAAD00000033327	APAMU00000035654	(MA,(MM,(AD,MU)));
ENSGT00390000011748	valid	1	APAMA00000029523	APAMM00000027977	APAAD00000022522	APAMU00000024150	(MA,(MM,(AD,MU)));
ENSGT00530000063206	valid	1	APAMA00000038900	APAMM00000036910	APAAD00000029762	APAMU00000031927	(MA,(MM,(AD,MU)));
ENSGT00530000063206	valid	1	APAMA00000038889	APAMM00000036896	APAAD00000029766	APAMU00000031917	(MA,(MM,(AD,MU)));
ENSGT00530000063206	valid	1	APAMA00000038892	APAMM00000036897	APAAD00000029769	APAMU00000031922	(MA,(MM,(AD,MU)));
ENSGT00510000048354	valid	-1	APAMA00000029292	APAMM00000027743	APAAD00000022338	APAMU00000023956	(MA,(AD,(MM,MU)));
ENSGT00390000005096	valid	1	APAMA00000043705	APAMM00000041603	APAAD00000033517	APAMU00000035875	(MA,(MM,(AD,MU)));
ENSGT00510000047092	valid	1	APAMA00000021413	APAMM00000020330	APAAD00000016323	APAMU00000017569	(MA,(MM,(AD,MU)));
ENSGT00390000013956	valid	1	APAMA00000056766	APAMM00000054307	APAAD00000043870	APAMU00000046930	(MA,(MM,(AD,MU)));
ENSGT00390000009853	valid	1	APAMA00000021965	APAMM00000020817	APAAD00000016778	APAMU00000018037	(MA,(MM,(AD,MU)));
ENSGT00390000018085	valid	1	TRAMA00000012095	APAMM00000022795	APAAD00000018312	APAMU00000019608	(MA,(MM,(AD,MU)));
ENSGT00390000018085	valid	1	APAMA00000023939	TRAMM00000011701	APAAD00000018313	APAMU00000019604	(MA,(MM,(AD,MU)));
ENSGT00390000002675	valid	1	TRAMA00000015934	APAMM00000029434	APAAD00000023657	APAMU00000025427	(MA,(MM,(AD,MU)));
ENSGT00730000111145	valid	1	APAMA00000037478	APAMM00000035526	APAAD00000028669	APAMU00000030748	(MA,(MM,(AD,MU)));
ENSGT00390000001536	valid	1	APAMA00000036944	APAMM00000035032	APAAD00000028245	APAMU00000030290	(MA,(MM,(AD,MU)));
ENSGT00390000000305	valid	-1	APAMA00000052436	APAMM00000050141	APAAD00000040401	APAMU00000043260	(MA,(MU,(AD,MM)));
ENSGT00390000011620	valid	1	APAMA00000046928	APAMM00000044715	APAAD00000036007	APAMU00000038625	(MA,(MM,(AD,MU)));
ENSGT00390000011620	valid	1	APAMA00000046929	APAMM00000044721	APAAD00000036009	APAMU00000038626	(MA,(MM,(AD,MU)));
ENSGT00790000123153	valid	1	APAMA00000001761	APAMM00000001750	APAAD00000001409	APAMU00000001451	(MA,(MM,(AD,MU)));
ENSGT00390000006303	valid	1	TRAMA00000001770	APAMM00000003350	APAAD00000002737	APAMU00000002800	(MA,(MM,(AD,MU)));
ENSGT00530000063016	valid	1	APAMA00000038279	APAMM00000036253	APAAD00000029272	APAMU00000031363	(MA,(MM,(AD,MU)));
ENSGT00530000063016	valid	1	APAMA00000038283	APAMM00000036256	APAAD00000029274	APAMU00000031366	(MA,(MM,(AD,MU)));
ENSGT00390000003290	valid	1	TRAMA00000032546	APAMM00000059883	APAAD00000048477	APAMU00000051785	(MA,(MM,(AD,MU)));
ENSGT00390000016735	valid	1	TRAMA00000017529	APAMM00000032197	APAAD00000025958	APAMU00000027786	(MA,(MM,(AD,MU)));
ENSGT00390000008279	valid	1	APAMA00000001390	TRAMM00000000703	APAAD00000001102	APAMU00000001189	(MA,(MM,(AD,MU)));
ENSGT00390000008279	valid	1	APAMA00000001396	TRAMM00000000702	TRAAD00000000620	APAMU00000001192	(MA,(MM,(AD,MU)));
ENSGT00530000063006	valid	1	APAMA00000003623	APAMM00000003527	TRAAD00000001690	APAMU00000002980	(MA,(MM,(AD,MU)));
ENSGT00530000063006	valid	1	APAMA00000003608	TRAMM00000001886	APAAD00000002899	TRAMU00000001748	(MA,(MM,(AD,MU)));
ENSGT00530000063006	valid	1	APAMA00000003630	APAMM00000003542	APAAD00000002908	APAMU00000002989	(MA,(MM,(AD,MU)));
ENSGT00530000063006	valid	1	APAMA00000003629	APAMM00000003537	APAAD00000002927	APAMU00000002993	(MA,(MM,(AD,MU)));
ENSGT00530000062991	valid	1	APAMA00000021362	APAMM00000020285	APAAD00000016269	APAMU00000017518	(MA,(MM,(AD,MU)));
ENSGT00530000062991	valid	1	TRAMA00000010809	APAMM00000020267	APAAD00000016271	APAMU00000017522	(MA,(MM,(AD,MU)));
ENSGT00530000062991	valid	1	APAMA00000021363	TRAMM00000010520	APAAD00000016273	APAMU00000017533	(MA,(MM,(AD,MU)));
ENSGT00530000062991	valid	1	APAMA00000021372	TRAMM00000010522	APAAD00000016280	APAMU00000017526	(MA,(MM,(AD,MU)));
ENSGT00390000016225	valid	1	APAMA00000033920	APAMM00000032185	APAAD00000025951	APAMU00000027781	(MA,(MM,(AD,MU)));
ENSGT00730000111186	valid	1	APAMA00000024747	APAMM00000023509	APAAD00000018925	APAMU00000020247	(MA,(MM,(AD,MU)));
ENSGT00390000003618	valid	1	APAMA00000029178	APAMM00000027674	APAAD00000022248	TRAMU00000013910	(MA,(MM,(AD,MU)));
ENSGT00880000137983	valid	1	APAMA00000060684	APAMM00000058120	APAAD00000047016	APAMU00000050256	(MA,(MM,(AD,MU)));
ENSGT00880000137983	valid	1	APAMA00000060686	APAMM00000058127	APAAD00000047023	APAMU00000050259	(MA,(MM,(AD,MU)));
ENSGT00390000003161	valid	1	APAMA00000025223	APAMM00000023961	APAAD00000019284	APAMU00000020633	(MA,(MM,(AD,MU)));
ENSGT00390000001803	valid	1	APAMA00000029771	APAMM00000028252	APAAD00000022712	APAMU00000024379	(MA,(MM,(AD,MU)));
ENSGT00390000004454	valid	1	APAMA00000000688	APAMM00000000699	APAAD00000000538	APAMU00000000583	(MA,(MM,(AD,MU)));
ENSGT00390000013383	valid	1	APAMA00000037816	APAMM00000035811	APAAD00000028936	APAMU00000031036	(MA,(MM,(AD,MU)));
ENSGT00530000063730	valid	1	APAMA00000012055	APAMM00000011478	APAAD00000009261	APAMU00000009952	(MA,(MM,(AD,MU)));
ENSGT00530000063730	valid	1	APAMA00000012048	TRAMM00000006724	APAAD00000009262	APAMU00000009953	(MA,(MM,(AD,MU)));
ENSGT00530000063730	valid	1	TRAMA00000006893	TRAMM00000006725	APAAD00000009264	APAMU00000009956	(MA,(MM,(AD,MU)));
ENSGT00760000119067	valid	-1	TRAMA00000022811	APAMM00000041800	APAAD00000033701	APAMU00000036060	(MA,(MU,(AD,MM)));
ENSGT00760000119067	valid	1	APAMA00000043908	APAMM00000041786	APAAD00000033685	APAMU00000036053	(MA,(MM,(AD,MU)));
ENSGT00760000119067	valid	1	TRAMA00000022813	APAMM00000041803	TRAAD00000019085	APAMU00000036007	(MA,(MM,(AD,MU)));
ENSGT00760000119067	valid	-1	APAMA00000043871	APAMM00000041754	APAAD00000033670	APAMU00000036009	(MA,(MU,(AD,MM)));
ENSGT00760000119067	valid	1	APAMA00000043862	APAMM00000041762	APAAD00000033674	APAMU00000036022	(MA,(MM,(AD,MU)));
ENSGT00760000119067	valid	1	APAMA00000043881	APAMM00000041780	APAAD00000033654	APAMU00000036039	(MA,(MM,(AD,MU)));
ENSGT00760000119067	valid	1	TRAMA00000022804	TRAMM00000022023	TRAAD00000019081	TRAMU00000021019	(MA,(MM,(AD,MU)));
ENSGT00760000119067	valid	1	TRAMA00000022801	APAMM00000041756	APAAD00000033672	APAMU00000036018	(MA,(MM,(AD,MU)));
ENSGT00760000119067	valid	1	APAMA00000043894	TRAMM00000022025	APAAD00000033667	TRAMU00000021020	(MA,(MM,(AD,MU)));
ENSGT00390000005512	valid	1	APAMA00000024894	APAMM00000023623	APAAD00000019019	APAMU00000020348	(MA,(MM,(AD,MU)));
ENSGT00390000005512	valid	1	APAMA00000024889	APAMM00000023626	APAAD00000019020	APAMU00000020352	(MA,(MM,(AD,MU)));
ENSGT00390000014318	valid	1	APAMA00000061369	TRAMM00000030617	TRAAD00000026812	APAMU00000050787	(MA,(MM,(AD,MU)));
ENSGT00630000089829	valid	1	APAMA00000001759	TRAMM00000000906	APAAD00000001402	APAMU00000001448	(MA,(MM,(AD,MU)));
ENSGT00630000089829	valid	1	TRAMA00000000840	TRAMM00000000895	APAAD00000001403	APAMU00000001449	(MA,(MM,(AD,MU)));
ENSGT00390000013786	valid	1	TRAMA00000032466	TRAMM00000031203	APAAD00000048372	TRAMU00000030142	(MA,(MM,(AD,MU)));
ENSGT00390000018512	valid	1	APAMA00000056412	TRAMM00000028229	TRAAD00000024670	TRAMU00000027219	(MA,(MM,(AD,MU)));
ENSGT00390000006837	valid	1	APAMA00000065509	APAMM00000062717	APAAD00000050629	APAMU00000054234	(MA,(MM,(AD,MU)));
ENSGT00390000017247	valid	1	APAMA00000009956	APAMM00000009531	APAAD00000007675	APAMU00000008326	(MA,(MM,(AD,MU)));
ENSGT00390000017247	valid	1	APAMA00000009951	APAMM00000009536	APAAD00000007677	APAMU00000008327	(MA,(MM,(AD,MU)));
ENSGT00390000012903	valid	1	APAMA00000023433	TRAMM00000011453	APAAD00000017874	APAMU00000019193	(MA,(MM,(AD,MU)));
ENSGT00390000004542	valid	1	APAMA00000021222	APAMM00000020114	APAAD00000016133	APAMU00000017399	(MA,(MM,(AD,MU)));
ENSGT00390000006932	valid	1	APAMA00000019032	APAMM00000018044	APAAD00000014594	APAMU00000015615	(MA,(MM,(AD,MU)));
ENSGT00390000006930	valid	1	APAMA00000047512	APAMM00000045317	APAAD00000036499	APAMU00000039139	(MA,(MM,(AD,MU)));
ENSGT00730000111287	valid	1	APAMA00000063051	TRAMM00000031534	TRAAD00000027602	APAMU00000052244	(MA,(MM,(AD,MU)));
ENSGT00390000013169	valid	1	APAMA00000004641	TRAMM00000002411	APAAD00000003674	APAMU00000003838	(MA,(MM,(AD,MU)));
ENSGT00510000047418	valid	1	APAMA00000054611	APAMM00000052268	APAAD00000042103	APAMU00000045108	(MA,(MM,(AD,MU)));
ENSGT00390000017018	valid	1	APAMA00000063975	APAMM00000061242	APAAD00000049504	APAMU00000052960	(MA,(MM,(AD,MU)));
ENSGT00390000013049	valid	1	APAMA00000018157	APAMM00000017148	APAAD00000013856	APAMU00000014789	(MA,(MM,(AD,MU)));
ENSGT00530000064222	valid	1	APAMA00000050331	APAMM00000048085	APAAD00000038651	APAMU00000041416	(MA,(MM,(AD,MU)));
ENSGT00530000064222	valid	1	APAMA00000050335	TRAMM00000025178	TRAAD00000021916	TRAMU00000024184	(MA,(MM,(AD,MU)));
ENSGT00730000110639	valid	1	APAMA00000028219	APAMM00000026707	APAAD00000021459	APAMU00000023084	(MA,(MM,(AD,MU)));
ENSGT00730000110639	valid	1	APAMA00000028220	APAMM00000026704	APAAD00000021462	APAMU00000023074	(MA,(MM,(AD,MU)));
ENSGT00730000110639	valid	1	APAMA00000028225	APAMM00000026703	APAAD00000021470	APAMU00000023086	(MA,(MM,(AD,MU)));
ENSGT00730000110639	valid	1	APAMA00000028223	APAMM00000026711	APAAD00000021467	APAMU00000023078	(MA,(MM,(AD,MU)));
ENSGT00730000111062	valid	1	APAMA00000010410	APAMM00000009954	APAAD00000008064	APAMU00000008674	(MA,(MM,(AD,MU)));
ENSGT00390000009379	valid	1	APAMA00000060527	APAMM00000057960	APAAD00000046891	APAMU00000050142	(MA,(MM,(AD,MU)));
ENSGT00390000016175	valid	1	APAMA00000012759	APAMM00000012109	APAAD00000009809	APAMU00000010531	(MA,(MM,(AD,MU)));
ENSGT00390000016175	valid	1	APAMA00000012762	APAMM00000012106	TRAAD00000005512	APAMU00000010529	(MA,(MM,(AD,MU)));
ENSGT00390000010577	valid	1	APAMA00000047056	APAMM00000044862	APAAD00000036132	APAMU00000038737	(MA,(MM,(AD,MU)));
ENSGT00390000004552	valid	1	APAMA00000055644	APAMM00000053225	APAAD00000042960	APAMU00000045972	(MA,(MM,(AD,MU)));
ENSGT00820000127138	valid	1	TRAMA00000000176	APAMM00000000164	TRAAD00000000134	APAMU00000000131	(MA,(MM,(AD,MU)));
ENSGT00390000012721	valid	1	APAMA00000050535	APAMM00000048300	APAAD00000038855	APAMU00000041633	(MA,(MM,(AD,MU)));
ENSGT00390000012721	valid	1	APAMA00000050534	APAMM00000048301	TRAAD00000022020	APAMU00000041631	(MA,(MM,(AD,MU)));
ENSGT00390000002393	valid	1	APAMA00000059811	APAMM00000057278	APAAD00000046327	APAMU00000049563	(MA,(MM,(AD,MU)));
ENSGT00390000014256	valid	1	APAMA00000052895	APAMM00000050583	APAAD00000040742	APAMU00000043608	(MA,(MM,(AD,MU)));
ENSGT00820000127100	valid	1	APAMA00000034829	APAMM00000033050	APAAD00000026637	APAMU00000028475	(MA,(MM,(AD,MU)));
ENSGT00390000016482	valid	1	APAMA00000010062	APAMM00000009622	APAAD00000007756	APAMU00000008395	(MA,(MM,(AD,MU)));
ENSGT00550000074688	valid	1	APAMA00000060251	APAMM00000057724	APAAD00000046667	APAMU00000049930	(MA,(MM,(AD,MU)));
ENSGT00550000074688	valid	1	APAMA00000060246	APAMM00000057720	APAAD00000046671	APAMU00000049921	(MA,(MM,(AD,MU)));
ENSGT00390000013502	valid	1	APAMA00000060494	APAMM00000057934	APAAD00000046866	APAMU00000050119	(MA,(MM,(AD,MU)));
ENSGT00390000001024	valid	1	APAMA00000046285	APAMM00000044040	TRAAD00000020287	APAMU00000038101	(MA,(MM,(AD,MU)));
ENSGT00390000000118	valid	1	APAMA00000065960	TRAMM00000028366	APAAD00000050978	APAMU00000054583	(MA,(MM,(AD,MU)));
ENSGT00390000012482	valid	1	APAMA00000060022	TRAMM00000029952	TRAAD00000026291	APAMU00000049734	(MA,(MM,(AD,MU)));
ENSGT00550000074694	valid	1	APAMA00000027558	APAMM00000026058	APAAD00000020979	APAMU00000022548	(MA,(MM,(AD,MU)));
ENSGT00550000074694	valid	1	APAMA00000027551	APAMM00000026051	APAAD00000020983	APAMU00000022549	(MA,(MM,(AD,MU)));
ENSGT00510000047210	valid	1	APAMA00000018293	APAMM00000017295	APAAD00000013976	APAMU00000014940	(MA,(MM,(AD,MU)));
ENSGT00390000014131	valid	1	APAMA00000065371	APAMM00000062571	APAAD00000050503	APAMU00000054101	(MA,(MM,(AD,MU)));
ENSGT00880000138005	valid	-8	APAMA00000025030	TRAMM00000012246	APAAD00000019130	APAMU00000020462	(MU,(MA,(AD,MM)));
ENSGT00880000138005	valid	1	APAMA00000025029	APAMM00000023780	APAAD00000019131	APAMU00000020461	(MA,(MM,(AD,MU)));
ENSGT00390000013711	valid	1	TRAMA00000010757	APAMM00000051856	TRAAD00000023696	APAMU00000044745	(MA,(MM,(AD,MU)));
ENSGT00550000074870	valid	1	TRAMA00000023788	APAMM00000043495	APAAD00000035013	APAMU00000037617	(MA,(MM,(AD,MU)));
ENSGT00390000000976	valid	1	APAMA00000015387	TRAMM00000007523	APAAD00000011756	TRAMU00000007288	(MA,(MM,(AD,MU)));
ENSGT00390000016675	valid	1	APAMA00000022266	APAMM00000021108	TRAAD00000009475	APAMU00000018290	(MA,(MM,(AD,MU)));
ENSGT00390000003878	valid	1	APAMA00000029449	APAMM00000027902	TRAAD00000012755	APAMU00000024096	(MA,(MM,(AD,MU)));
ENSGT00550000074327	valid	1	TRAMA00000022137	APAMM00000056260	APAAD00000045430	APAMU00000048634	(MA,(MM,(AD,MU)));
ENSGT00550000074327	valid	1	APAMA00000058767	APAMM00000056275	APAAD00000045441	APAMU00000048622	(MA,(MM,(AD,MU)));
ENSGT00550000074327	valid	1	APAMA00000058783	APAMM00000056267	APAAD00000045433	APAMU00000048626	(MA,(MM,(AD,MU)));
ENSGT00550000074327	valid	1	APAMA00000058770	APAMM00000056282	TRAAD00000018514	APAMU00000048628	(MA,(MM,(AD,MU)));
ENSGT00550000074327	valid	1	APAMA00000058768	APAMM00000056277	APAAD00000045435	APAMU00000048624	(MA,(MM,(AD,MU)));
ENSGT00390000009268	valid	1	APAMA00000031629	APAMM00000029992	APAAD00000024107	APAMU00000025907	(MA,(MM,(AD,MU)));
ENSGT00420000029926	valid	1	APAMA00000034415	APAMM00000032636	APAAD00000026315	APAMU00000028125	(MA,(MM,(AD,MU)));
ENSGT00390000012877	valid	1	APAMA00000042987	APAMM00000040825	APAAD00000032963	APAMU00000035265	(MA,(MM,(AD,MU)));
ENSGT00890000139406	valid	1	APAMA00000048555	APAMM00000046310	APAAD00000037287	APAMU00000039999	(MA,(MM,(AD,MU)));
ENSGT00890000139406	valid	1	APAMA00000048557	APAMM00000046316	APAAD00000037293	APAMU00000040003	(MA,(MM,(AD,MU)));
ENSGT00890000139406	valid	1	APAMA00000048544	APAMM00000046306	APAAD00000037292	APAMU00000039992	(MA,(MM,(AD,MU)));
ENSGT00390000012596	valid	1	APAMA00000022195	APAMM00000021047	APAAD00000016949	APAMU00000018223	(MA,(MM,(AD,MU)));
ENSGT00390000009748	valid	1	APAMA00000044031	APAMM00000041936	APAAD00000033779	APAMU00000036154	(MA,(MM,(AD,MU)));
ENSGT00880000137910	valid	1	APAMA00000022865	APAMM00000021754	APAAD00000017441	APAMU00000018765	(MA,(MM,(AD,MU)));
ENSGT00530000063286	valid	-1	APAMA00000049268	TRAMM00000024833	APAAD00000037862	APAMU00000040566	((AD,MU),(MA,MM));
ENSGT00530000063286	valid	1	APAMA00000049252	APAMM00000046994	APAAD00000037852	APAMU00000040558	(MA,(MM,(AD,MU)));
ENSGT00530000063286	valid	1	APAMA00000049244	TRAMM00000024824	APAAD00000037844	TRAMU00000023805	(MA,(MM,(AD,MU)));
ENSGT00390000001846	valid	1	APAMA00000034679	APAMM00000032869	APAAD00000026518	APAMU00000028326	(MA,(MM,(AD,MU)));
ENSGT00730000111163	valid	1	APAMA00000037928	APAMM00000035915	APAAD00000028997	APAMU00000031110	(MA,(MM,(AD,MU)));
ENSGT00510000047676	valid	1	APAMA00000030150	APAMM00000028604	APAAD00000022994	APAMU00000024683	(MA,(MM,(AD,MU)));
ENSGT00440000039611	valid	1	APAMA00000038582	TRAMM00000019306	APAAD00000029519	APAMU00000031631	(MA,(MM,(AD,MU)));
ENSGT00700000104544	valid	1	APAMA00000026666	APAMM00000025174	APAAD00000020248	TRAMU00000012560	(MA,(MM,(AD,MU)));
ENSGT00720000108514	valid	1	APAMA00000064717	APAMM00000061910	APAAD00000050003	APAMU00000053530	(MA,(MM,(AD,MU)));
ENSGT00720000108514	valid	1	TRAMA00000034504	TRAMM00000033242	APAAD00000050009	APAMU00000053543	(MA,(MM,(AD,MU)));
ENSGT00720000108514	valid	1	APAMA00000064709	APAMM00000061902	APAAD00000050005	APAMU00000053525	(MA,(MM,(AD,MU)));
ENSGT00720000108514	valid	1	APAMA00000064724	APAMM00000061920	TRAAD00000028193	TRAMU00000031073	(MA,(MM,(AD,MU)));
ENSGT00390000009258	valid	1	APAMA00000025897	APAMM00000024548	APAAD00000019732	APAMU00000021180	(MA,(MM,(AD,MU)));
ENSGT00390000001927	valid	1	APAMA00000047470	APAMM00000045266	APAAD00000036447	APAMU00000039089	(MA,(MM,(AD,MU)));
ENSGT00390000001927	valid	1	APAMA00000047468	APAMM00000045269	TRAAD00000020821	APAMU00000039099	(MA,(MM,(AD,MU)));
ENSGT00390000005130	valid	1	TRAMA00000015945	APAMM00000050682	APAAD00000040816	APAMU00000043727	(MA,(MM,(AD,MU)));
ENSGT00390000003812	valid	1	APAMA00000023756	APAMM00000022607	APAAD00000018170	APAMU00000019422	(MA,(MM,(AD,MU)));
ENSGT00510000048102	valid	1	APAMA00000060302	APAMM00000057771	APAAD00000046707	APAMU00000049974	(MA,(MM,(AD,MU)));
ENSGT00850000132411	valid	1	APAMA00000018013	TRAMM00000008845	APAAD00000013721	APAMU00000014664	(MA,(MM,(AD,MU)));
ENSGT00390000001170	valid	1	APAMA00000027912	APAMM00000026414	APAAD00000021242	APAMU00000022828	(MA,(MM,(AD,MU)));
ENSGT00390000015528	valid	1	APAMA00000014634	APAMM00000013824	APAAD00000011212	APAMU00000011945	(MA,(MM,(AD,MU)));
ENSGT00760000119261	valid	1	APAMA00000008233	APAMM00000007945	APAAD00000006359	APAMU00000006862	(MA,(MM,(AD,MU)));
ENSGT00760000119261	valid	1	APAMA00000008230	APAMM00000007947	APAAD00000006361	APAMU00000006863	(MA,(MM,(AD,MU)));
ENSGT00760000119261	valid	1	APAMA00000008234	APAMM00000007948	APAAD00000006362	APAMU00000006865	(MA,(MM,(AD,MU)));
ENSGT00390000018553	valid	1	APAMA00000050940	APAMM00000048723	APAAD00000039207	APAMU00000041974	(MA,(MM,(AD,MU)));
ENSGT00390000001627	valid	1	APAMA00000063226	APAMM00000060548	TRAAD00000027692	APAMU00000052372	(MA,(MM,(AD,MU)));
ENSGT00390000013297	valid	1	TRAMA00000034654	APAMM00000064143	APAAD00000051722	APAMU00000055428	(MA,(MM,(AD,MU)));
ENSGT00390000014288	valid	1	APAMA00000023927	APAMM00000022778	APAAD00000018286	APAMU00000019576	(MA,(MM,(AD,MU)));
ENSGT00390000008822	valid	1	APAMA00000064905	APAMM00000062098	APAAD00000050147	APAMU00000053717	(MA,(MM,(AD,MU)));
ENSGT00390000008822	valid	1	TRAMA00000033632	TRAMM00000032358	APAAD00000050152	APAMU00000053719	(MA,(MM,(AD,MU)));
ENSGT00390000008822	valid	1	APAMA00000064909	APAMM00000062102	APAAD00000050151	APAMU00000053710	(MA,(MM,(AD,MU)));
ENSGT00390000004808	valid	1	APAMA00000006808	APAMM00000006665	APAAD00000005325	APAMU00000005709	(MA,(MM,(AD,MU)));
ENSGT00390000002416	valid	1	APAMA00000001986	APAMM00000001982	APAAD00000001586	APAMU00000001652	(MA,(MM,(AD,MU)));
ENSGT00390000002240	valid	1	APAMA00000054353	APAMM00000052014	APAAD00000041897	APAMU00000044883	(MA,(MM,(AD,MU)));
ENSGT00390000002957	valid	1	APAMA00000008474	APAMM00000008161	APAAD00000006551	APAMU00000007045	(MA,(MM,(AD,MU)));
ENSGT00390000009030	valid	1	APAMA00000062227	TRAMM00000031138	APAAD00000048269	APAMU00000051551	(MA,(MM,(AD,MU)));
ENSGT00390000003873	valid	1	APAMA00000029438	TRAMM00000014447	APAAD00000022444	TRAMU00000014037	(MA,(MM,(AD,MU)));
ENSGT00390000001710	valid	1	APAMA00000041266	APAMM00000039200	TRAAD00000017930	APAMU00000033855	(MA,(MM,(AD,MU)));
ENSGT00390000009456	valid	1	APAMA00000018287	APAMM00000017291	APAAD00000013974	APAMU00000014939	(MA,(MM,(AD,MU)));
ENSGT00440000034289	valid	1	TRAMA00000026772	APAMM00000049167	APAAD00000039600	TRAMU00000024791	(MA,(MM,(AD,MU)));
